time_step,time,index,position,velocity,density
0,0.0,0,0.05,0.0,5.926433978560179
0,0.0,1,0.15,0.0,7.593719834374841
0,0.0,2,0.25,0.0,8.82638253823096
0,0.0,3,0.35,0.0,9.55289780521262
0,0.0,4,0.44999999999999996,0.0,9.860904714728447
0,0.0,5,0.5499999999999999,0.0,9.860904714728447
0,0.0,6,0.65,0.0,9.55289780521262
0,0.0,7,0.75,0.0,8.826382538230959
0,0.0,8,0.85,0.0,7.59371983437484
0,0.0,9,0.95,0.0,5.926433978560179
